,movie_name,avg_rating,year
3596,"Crocodile Hunter: Collision Course, The (2002)",2.35,2002
3597,Reign of Fire (2002),2.98,2002
3598,Road to Perdition (2002),3.69,2002
3599,The Importance of Being Earnest (1952),3.83,1952
3600,1776 (1972),3.45,1972
3601,Z (1969),4.00,1969
3602,Halloween: Resurrection (Halloween 8) (2002),2.06,2002
3603,Sex and Lucia (Lucía y el sexo) (2001),3.69,2001
3604,Eight Legged Freaks (2002),2.53,2002
3605,K-19: The Widowmaker (2002),3.22,2002
3606,Stuart Little 2 (2002),2.60,2002
3607,Austin Powers in Goldmember (2002),2.99,2002
3608,"Kid Stays in the Picture, The (2002)",3.61,2002
3609,Tadpole (2002),3.29,2002
3610,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),3.69,1979
3611,In Like Flint (1967),3.34,1967
3612,Our Man Flint (1965),3.33,1965
3613,Red Beard (Akahige) (1965),4.05,1965
3614,Robin and Marian (1976),3.23,1976
3615,Top Secret! (1984),3.59,1984
3616,"Master of Disguise, The (2002)",1.81,2002
3617,Signs (2002),3.27,2002
3618,Spy Kids 2: The Island of Lost Dreams (2002),2.50,2002
3619,"Good Girl, The (2002)",3.40,2002
3620,Blood Work (2002),3.06,2002
3621,xXx (2002),2.80,2002
3622,24 Hour Party People (2002),3.60,2002
3623,Songs From the Second Floor (Sånger från andra våningen) (2000),3.77,2000
3624,Read My Lips (Sur mes lèvres) (2001),3.70,2001
3625,Rollerball (1975),3.15,1975
3626,"Adventures of Pluto Nash, The (2002)",2.03,2002
3627,Blue Crush (2002),2.93,2002
3628,Mostly Martha (Bella Martha) (2001),3.88,2001
3629,Possession (2002),3.35,2002
3630,One Hour Photo (2002),3.31,2002
3631,Serving Sara (2002),2.48,2002
3632,Simone (S1m0ne) (2002),2.79,2002
3633,"Care Bears Movie, The (1985)",2.38,1985
3634,Clash of the Titans (1981),3.30,1981
3635,Hot Shots! (1991),3.20,1991
3636,Time After Time (1979),3.60,1979
3637,Down and Out in Beverly Hills (1986),3.04,1986
3638,Stakeout (1987),3.12,1987
3639,Wolfen (1981),3.06,1981
3640,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),1.85,2002
3641,City by the Sea (2002),3.01,2002
3642,Swimfan (2002),2.28,2002
3643,Johnny Dangerously (1984),3.22,1984
3644,"Last House on the Left, The (1972)",3.07,1972
3645,Thesis (Tesis) (1996),3.77,1996
3646,Barbershop (2002),3.17,2002
3647,Stealing Harvard (2002),2.39,2002
3648,"Transporter, The (2002)",3.30,2002
3649,Igby Goes Down (2002),3.58,2002
3650,Captain Ron (1992),2.56,1992
3651,Ernest Goes to Jail (1990),2.15,1990
3652,Ernest Scared Stupid (1991),2.10,1991
3653,"Hills Have Eyes, The (1977)",2.92,1977
3654,Indian Summer (1993),3.11,1993
3655,Suburban Commando (1991),1.96,1991
3656,"Ladykillers, The (1955)",3.78,1955
3657,"Lavender Hill Mob, The (1951)",3.95,1951
3658,"Man in the White Suit, The (1951)",3.84,1951
3659,"Son of the Bride (Hijo de la novia, El) (2001)",3.82,2001
3660,"Das Experiment (Experiment, The) (2001)",3.87,2001
3661,Ballistic: Ecks vs. Sever (2002),2.02,2002
3662,"Banger Sisters, The (2002)",2.74,2002
3663,"Four Feathers, The (2002)",3.09,2002
3664,Trapped (2002),2.97,2002
3665,8 Women (2002),3.41,2002
3666,Secretary (2002),3.76,2002
3667,Spirited Away (Sen to Chihiro no kamikakushi) (2001),4.20,2001
3668,Sweet Home Alabama (2002),3.14,2002
3669,"Tuxedo, The (2002)",2.53,2002
3670,Moonlight Mile (2002),3.40,2002
3671,Wasabi (2001),3.36,2001
3672,Jonah: A VeggieTales Movie (2002),3.03,2002
3673,Red Dragon (2002),3.56,2002
3674,Bloody Sunday (2002),3.77,2002
3675,Heaven (2002),3.59,2002
3676,Welcome to Collinwood (2002),3.06,2002
3677,Flirting (1991),3.78,1991
3678,Godzilla vs. Mothra (Mosura tai Gojira) (1964),2.91,1964
3679,"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",3.25,1956
3680,"Onion Field, The (1979)",3.75,1979
3681,Powaqqatsi (1988),3.71,1988
3682,"Pride of the Yankees, The (1942)",3.81,1942
3683,Valmont (1989),3.59,1989
3684,Ernest in the Army (1998),1.55,1998
3685,Horror of Dracula (Dracula) (1958),3.44,1958
3686,Strange Brew (1983),3.60,1983
3687,"Incredible Mr. Limpet, The (1964)",3.15,1964
3688,Below (2002),3.06,2002
3689,Knockaround Guys (2002),2.90,2002
3690,"Rules of Attraction, The (2002)",3.29,2002
3691,Tuck Everlasting (2002),3.23,2002
3692,White Oleander (2002),3.48,2002
3693,Bowling for Columbine (2002),3.79,2002
3694,Comedian (2002),3.58,2002
3695,Pokemon 4 Ever (a.k.a. Pokémon 4: The Movie) (2002),1.32,2002
3696,Punch-Drunk Love (2002),3.56,2002
3697,Abandon (2002),2.61,2002
3698,Formula 51 (2001),2.96,2001
3699,"Ring, The (2002)",3.43,2002
3700,Auto Focus (2002),3.23,2002
3701,"Grey Zone, The (2001)",3.59,2001
3702,Real Women Have Curves (2002),3.55,2002
3703,Russian Ark (Russkiy Kovcheg) (2002),3.30,2002
3704,Billy Bathgate (1991),2.91,1991
3705,Grave of the Fireflies (Hotaru no haka) (1988),4.09,1988
3706,Jason Goes to Hell: The Final Friday (1993),2.03,1993
3707,Saturday Night Fever (1977),3.27,1977
3708,Staying Alive (1983),2.19,1983
3709,Urban Cowboy (1980),3.08,1980
3710,Xanadu (1980),2.44,1980
3711,Absence of Malice (1981),3.59,1981
3712,Blow Out (1981),3.53,1981
3713,Eye of the Needle (1981),3.71,1981
3714,Faces of Death (1978),1.90,1978
3715,Gallipoli (1981),3.85,1981
3716,Ghost Story (1981),3.14,1981
3717,Gregory's Girl (1981),3.80,1981
3718,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",3.31,1981
3719,My Dinner with André (1981),3.81,1981
3720,Pennies from Heaven (1981),3.21,1981
3721,Polyester (1981),3.60,1981
3722,"Professional, The (Le professionnel) (1981)",4.10,1981
3723,Ghost Ship (2002),2.55,2002
3724,Jackass: The Movie (2002),2.99,2002
3725,"Truth About Charlie, The (2002)",2.65,2002
3726,All or Nothing (2002),3.64,2002
3727,Frida (2002),3.77,2002
3728,Roger Dodger (2002),3.57,2002
3729,Casino Royale (1967),2.90,1967
3730,"Company of Wolves, The (1984)",3.41,1984
3731,Exodus (1960),3.67,1960
3732,"Russians Are Coming, the Russians Are Coming, The (1966)",3.58,1966
3733,I Spy (2002),2.77,2002
3734,"Santa Clause 2, The (2002)",2.66,2002
3735,Femme Fatale (2002),3.14,2002
3736,8 Mile (2002),3.25,2002
3737,Far from Heaven (2002),3.72,2002
3738,Harry Potter and the Chamber of Secrets (2002),3.58,2002
3739,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",3.39,2002
3740,Standing in the Shadows of Motown (2002),3.87,2002
3741,"Life and Death of Colonel Blimp, The (1943)",3.98,1943
3742,Rio Grande (1950),3.61,1950
3743,Dog Soldiers (2002),3.35,2002
3744,Houseboat (1958),3.39,1958
3745,My Father's Glory (La gloire de mon père) (1990),3.92,1990
3746,"My Mother's Castle (Château de ma mère, Le) (1990)",3.89,1990
3747,Return to the Blue Lagoon (1991),2.03,1991
3748,Toy Soldiers (1991),3.01,1991
3749,Ragtime (1981),3.64,1981
3750,Scanners (1981),3.24,1981
3751,Thief (1981),3.63,1981
3752,Die Another Day (2002),3.13,2002
3753,The Emperor's Club (2002),3.42,2002
3754,Friday After Next (2002),2.69,2002
3755,Personal Velocity (2002),3.44,2002
3756,"Quiet American, The (2002)",3.75,2002
3757,Talk to Her (Hable con Ella) (2002),4.00,2002
3758,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),2.48,2002
3759,Solaris (2002),3.14,2002
3760,Treasure Planet (2002),3.35,2002
3761,Elling (2001),3.85,2001
3762,I Spit on Your Grave (Day of the Woman) (1978),2.64,1978
3763,"Last Seduction, The (1994)",3.78,1994
3764,Zulu (1964),3.82,1964
3765,Analyze That (2002),2.75,2002
3766,Adaptation (2002),3.85,2002
3767,Equilibrium (2002),3.77,2002
3768,Visitor Q (Bizita Q) (2001),3.59,2001
3769,"Best Little Whorehouse in Texas, The (1982)",2.70,1982
3770,Burden of Dreams (1982),3.96,1982
3771,Deathtrap (1982),3.65,1982
3772,Eating Raoul (1982),3.41,1982
3773,Drumline (2002),3.09,2002
3774,"Hot Chick, The (2002)",2.56,2002
3775,Maid in Manhattan (2002),2.65,2002
3776,Star Trek: Nemesis (2002),3.12,2002
3777,About Schmidt (2002),3.47,2002
3778,Intact (Intacto) (2001),3.59,2001
3779,"Lord of the Rings: The Two Towers, The (2002)",4.11,2002
3780,25th Hour (2002),3.83,2002
3781,Antwone Fisher (2002),3.62,2002
3782,Gangs of New York (2002),3.48,2002
3783,Two Weeks Notice (2002),3.20,2002
3784,"Wild Thornberrys Movie, The (2002)",2.72,2002
3785,Narc (2002),3.54,2002
3786,Blue Steel (1990),2.72,1990
3787,Body of Evidence (1993),2.05,1993
3788,"Children's Hour, The (1961)",3.73,1961
3789,"Duellists, The (1977)",3.71,1977
3790,Miami Blues (1990),3.30,1990
3791,My Girl 2 (1994),2.43,1994
3792,My Girl (1991),3.22,1991
3793,My Neighbor Totoro (Tonari no Totoro) (1988),4.15,1988
3794,"Thief of Bagdad, The (1940)",3.67,1940
3795,Black Christmas (1974),3.32,1974
3796,"Day of the Triffids, The (1962)",3.21,1962
3797,Catch Me If You Can (2002),3.85,2002
3798,Chicago (2002),3.60,2002
3799,"Hours, The (2002)",3.70,2002
3800,Nicholas Nickleby (2002),3.61,2002
3801,"Pianist, The (2002)",4.05,2002
3802,Heavy Metal 2000 (2000),2.60,2000
3803,"King of Comedy, The (1983)",3.85,1983
3804,Love Liza (2002),3.37,2002
3805,Confessions of a Dangerous Mind (2002),3.59,2002
3806,Blue Collar Comedy Tour: The Movie (2003),3.31,2003
3807,Just Married (2003),2.71,2003
3808,"Guy Thing, A (2003)",2.78,2003
3809,Kangaroo Jack (2003),1.90,2003
3810,National Security (2003),2.58,2003
3811,City of God (Cidade de Deus) (2002),4.24,2002
3812,Band of Outsiders (Bande à part) (1964),3.90,1964
3813,CB4 - The Movie (1993),2.96,1993
3814,Dogfight (1991),3.73,1991
3815,Imitation of Life (1959),3.69,1959
3816,"Woman in Red, The (1984)",2.77,1984
3817,Darkness Falls (2003),2.42,2003
3818,Final Destination 2 (2003),2.90,2003
3819,"Recruit, The (2003)",3.38,2003
3820,"Guru, The (2002)",2.76,2002
3821,Lost in La Mancha (2002),3.69,2002
3822,May (2002),3.35,2002
3823,Firefox (1982),2.96,1982
3824,"Last Unicorn, The (1982)",3.64,1982
3825,"Midsummer Night's Sex Comedy, A (1982)",3.31,1982
3826,Missing (1982),3.79,1982
3827,Monty Python Live at the Hollywood Bowl (1982),3.92,1982
3828,Richard Pryor Live on the Sunset Strip (1982),3.83,1982
3829,"Secret Policeman's Other Ball, The (1982)",3.68,1982
3830,Trail of the Pink Panther (1982),2.75,1982
3831,Zapped! (1982),2.19,1982
3832,How to Lose a Guy in 10 Days (2003),3.16,2003
3833,Shanghai Knights (2003),3.11,2003
3834,Daredevil (2003),2.62,2003
3835,"Jungle Book 2, The (2003)",2.34,2003
3836,All the Real Girls (2003),3.56,2003
3837,Gerry (2002),3.09,2002
3838,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),3.65,2002
3839,Dennis the Menace (1993),2.33,1993
3840,"Black Stallion, The (1979)",3.62,1979
3841,Pillow Talk (1959),3.72,1959
3842,"Man Who Fell to Earth, The (1976)",3.35,1976
3843,Dark Blue (2003),3.15,2003
3844,Gods and Generals (2003),2.87,2003
3845,"Life of David Gale, The (2003)",3.63,2003
3846,Old School (2003),3.63,2003
3847,Poolhall Junkies (2002),3.50,2002
3848,Cradle 2 the Grave (2003),2.78,2003
3849,Spider (2002),3.42,2002
3850,Lady Jane (1986),3.57,1986
3851,Bringing Down the House (2003),2.80,2003
3852,Tears of the Sun (2003),3.17,2003
3853,Irreversible (Irréversible) (2002),3.58,2002
3854,Laurel Canyon (2002),3.41,2002
3855,Nowhere in Africa (Nirgendwo in Afrika) (2001),3.89,2001
3856,Bend It Like Beckham (2002),3.57,2002
3857,"Hunted, The (2003)",2.86,2003
3858,Willard (2003),2.82,2003
3859,Prozac Nation (2001),3.07,2001
3860,Spun (2001),3.40,2001
3861,Bang the Drum Slowly (1973),3.71,1973
3862,Born Free (1966),3.42,1966
3863,Europa Europa (Hitlerjunge Salomon) (1990),3.97,1990
3864,"Glenn Miller Story, The (1953)",3.67,1953
3865,Green Card (1990),2.97,1990
3866,Journey to the Center of the Earth (1959),3.42,1959
3867,Ringu (Ring) (1998),3.62,1998
3868,Ringu 2 (Ring 2) (1999),3.10,1999
3869,Salaam Bombay! (1988),3.85,1988
3870,Boat Trip (2003),2.30,2003
3871,Dreamcatcher (2003),2.64,2003
3872,"View from the Top, A (2003)",2.73,2003
3873,"Awful Truth, The (1937)",3.92,1937
3874,Basic (2003),3.16,2003
3875,"Core, The (2003)",2.61,2003
3876,Head of State (2003),2.72,2003
3877,What a Girl Wants (2003),3.12,2003
3878,Raising Victor Vargas (2002),3.71,2002
3879,Stevie (2002),3.88,2002
3880,Akira Kurosawa's Dreams (Dreams) (1990),3.90,1990
3881,Day for Night (La Nuit Américaine) (1973),3.96,1973
3882,In a Lonely Place (1950),3.97,1950
3883,"Good Thief, The (2002)",3.38,2002
3884,"Man Apart, A (2003)",2.83,2003
3885,Phone Booth (2002),3.36,2002
3886,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),3.87,2001
3887,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",3.86,2002
3888,Anger Management (2003),2.95,2003
3889,Better Luck Tomorrow (2002),3.52,2002
3890,House of 1000 Corpses (2003),2.86,2003
3891,Lilya 4-Ever (Lilja 4-ever) (2002),3.82,2002
3892,Bulletproof Monk (2003),2.82,2003
3893,"Mighty Wind, A (2003)",3.68,2003
3894,Holes (2003),3.55,2003
3895,Malibu's Most Wanted (2003),2.37,2003
3896,"Winged Migration (Peuple migrateur, Le) (2001)",3.92,2001
3897,Flickering Lights (Blinkende lygter) (2000),3.81,2000
3898,Straw Dogs (1971),3.74,1971
3899,"Andromeda Strain, The (1971)",3.64,1971
3900,Fahrenheit 451 (1966),3.61,1966
3901,I Am Trying to Break Your Heart (2002),3.83,2002
3902,Legal Eagles (1986),2.79,1986
3903,Wildcats (1986),2.87,1986
3904,"Wiz, The (1978)",2.51,1978
3905,"My Father the Hero (Mon père, ce héros.) (1991)",2.80,1991
3906,Confidence (2003),3.47,2003
3907,Identity (2003),3.58,2003
3908,"Decade Under the Influence, A (2003)",3.59,2003
3909,Spellbound (2002),3.99,2002
3910,"Lizzie McGuire Movie, The (2003)",2.58,2003
3911,X2: X-Men United (2003),3.68,2003
3912,"Dancer Upstairs, The (2002)",3.64,2002
3913,Owning Mahowny (2003),3.49,2003
3914,Daddy Day Care (2003),2.71,2003
3915,"Man on the Train (Homme du train, L') (2002)",3.74,2002
3916,"Shape of Things, The (2003)",3.43,2003
3917,101 Reykjavik (101 Reykjavík) (2000),3.58,2000
3918,"Chorus Line, A (1985)",3.21,1985
3919,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),4.06,1986
3920,Gunfight at the O.K. Corral (1957),3.54,1957
3921,High Society (1956),3.67,1956
3922,Kiss Me Kate (1953),3.55,1953
3923,"Matrix Reloaded, The (2003)",3.30,2003
3924,Down with Love (2003),3.20,2003
3925,"Spanish Apartment, The (L'auberge espagnole) (2002)",3.81,2002
3926,Pokémon Heroes (2003),1.17,2003
3927,Bruce Almighty (2003),3.21,2003
3928,"In-Laws, The (2003)",2.89,2003
3929,Finding Nemo (2003),3.89,2003
3930,"Italian Job, The (2003)",3.57,2003
3931,Wrong Turn (2003),2.73,2003
3932,Capturing the Friedmans (2003),3.94,2003
3933,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",2.49,2003
3934,Whale Rider (2002),3.88,2002
3935,"Man Called Horse, A (1970)",3.29,1970
3936,Treasure Island (1950),3.54,1950
3937,Destry Rides Again (1939),3.74,1939
3938,"Electric Horseman, The (1979)",3.11,1979
3939,Shenandoah (1965),3.70,1965
3940,Oscar (1991),2.79,1991
3941,"6th Man, The (Sixth Man, The) (1997)",2.76,1997
3942,Two Mules for Sister Sara (1970),3.51,1970
3943,Winchester '73 (1950),3.72,1950
3944,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",3.96,1929
3945,This Boy's Life (1993),3.60,1993
3946,Barton Fink (1991),3.81,1991
3947,Battle of Britain (1969),3.54,1969
3948,Belle époque (1992),3.72,1992
3949,"Flight of the Phoenix, The (1965)",3.72,1965
3950,"Trial, The (Procès, Le) (1962)",3.88,1962
3951,"Unforgiven, The (1960)",3.89,1960
3952,Good Burger (1997),2.27,1997
3953,Mississippi Masala (1991),3.58,1991
3954,"Life and Times of Judge Roy Bean, The (1972)",3.41,1972
3955,Dumb and Dumberer: When Harry Met Lloyd (2003),1.80,2003
3956,From Justin to Kelly (2003),0.97,2003
3957,Hollywood Homicide (2003),2.68,2003
3958,Rugrats Go Wild! (2003),2.25,2003
3959,Alex and Emma (2003),2.65,2003
3960,28 Days Later (2002),3.75,2002
3961,Charlie's Angels: Full Throttle (2003),2.53,2003
3962,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),3.93,1974
3963,Anastasia (1956),3.56,1956
3964,"Babe, The (1992)",2.82,1992
3965,Mr. Baseball (1992),2.81,1992
3966,"Tenant, The (Locataire, Le) (1976)",3.84,1976
3967,"What's Up, Doc? (1972)",3.70,1972
3968,Hulk (2003),2.69,2003
3969,"Legally Blonde 2: Red, White & Blonde (2003)",2.41,2003
3970,Sinbad: Legend of the Seven Seas (2003),3.26,2003
3971,Terminator 3: Rise of the Machines (2003),3.11,2003
3972,Swimming Pool (2003),3.42,2003
3973,Pirates of the Caribbean: The Curse of the Black Pearl (2003),3.86,2003
3974,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",2.75,2003
3975,"Cuckoo, The (Kukushka) (2002)",3.86,2002
3976,I Capture the Castle (2003),3.57,2003
3977,Bad Boys II (2003),3.07,2003
3978,Johnny English (2003),2.81,2003
3979,Dirty Pretty Things (2002),3.78,2002
3980,Curly Sue (1991),2.43,1991
3981,Little Giants (1994),2.94,1994
3982,"Mouse That Roared, The (1959)",3.72,1959
3983,Lara Croft Tomb Raider: The Cradle of Life (2003),2.73,2003
3984,Seabiscuit (2003),3.64,2003
3985,Spy Kids 3-D: Game Over (2003),1.96,2003
3986,Buffalo Soldiers (2001),3.49,2001
3987,Camp (2003),3.25,2003
3988,"One, Two, Three (1961)",3.85,1961
3989,Remo Williams: The Adventure Begins (1985),3.15,1985
3990,"What's Up, Tiger Lily? (1966)",3.30,1966
3991,American Wedding (American Pie 3) (2003),2.96,2003
3992,Gigli (2003),1.16,2003
3993,"Magdalene Sisters, The (2002)",3.82,2002
3994,"Secret Lives of Dentists, The (2002)",3.28,2002
3995,Freaky Friday (2003),3.17,2003
3996,S.W.A.T. (2003),2.99,2003
3997,"Divorce, Le (2003)",2.62,2003
3998,Step Into Liquid (2002),3.80,2002
3999,Umberto D. (1952),3.97,1952
4000,Brother's Keeper (1992),3.90,1992
4001,I Love You to Death (1990),3.20,1990
4002,Freddy vs. Jason (2003),2.49,2003
4003,Open Range (2003),3.61,2003
4004,Shaolin Soccer (Siu lam juk kau) (2001),3.62,2001
4005,Uptown Girls (2003),3.03,2003
4006,American Splendor (2003),3.81,2003
4007,Agent Cody Banks (2003),2.42,2003
4008,House of Wax (1953),3.24,1953
4009,"Sure Thing, The (1985)",3.60,1985
4010,Valley Girl (1983),3.27,1983
4011,Wait Until Dark (1967),3.94,1967
4012,Tokyo Story (Tôkyô monogatari) (1953),4.05,1953
4013,THX 1138 (1971),3.45,1971
4014,Kind Hearts and Coronets (1949),4.07,1949
4015,10 (1979),2.88,1979
4016,Tremors (1990),3.33,1990
4017,"Red Shoes, The (1948)",3.95,1948
4018,"Pink Panther, The (1963)",3.73,1963
4019,"Pink Panther Strikes Again, The (1976)",3.62,1976
4020,Commando (1985),3.09,1985
4021,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",3.95,1972
4022,Waco: The Rules of Engagement (1997),3.85,1997
4023,"Road Home, The (Wo de fu qin mu qin) (1999)",3.89,1999
4024,Ikiru (1952),4.12,1952
4025,"Handmaid's Tale, The (1990)",3.16,1990
4026,"Medallion, The (2003)",2.60,2003
4027,My Boss's Daughter (2003),2.43,2003
4028,Jeepers Creepers 2 (2003),2.39,2003
4029,Dickie Roberts: Former Child Star (2003),2.67,2003
4030,"Order, The (2003)",2.60,2003
4031,Party Monster (2003),3.32,2003
4032,Cabin Fever (2002),2.71,2002
4033,Matchstick Men (2003),3.65,2003
4034,Once Upon a Time in Mexico (2003),3.17,2003
4035,Dummy (2002),3.55,2002
4036,Lost in Translation (2003),3.81,2003
4037,Millennium Actress (Sennen joyû) (2001),3.82,2001
4038,Once Upon a Time in China (Wong Fei Hung) (1991),3.73,1991
4039,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),3.66,1992
4040,Paper Moon (1973),3.89,1973
4041,Sgt. Pepper's Lonely Hearts Club Band (1978),2.34,1978
4042,Day of the Dead (1985),3.56,1985
4043,"Hello, Dolly! (1969)",3.32,1969
4044,Memoirs of an Invisible Man (1992),2.81,1992
4045,Jungle Book (1942),3.54,1942
4046,Once Bitten (1985),2.50,1985
4047,"Brood, The (1979)",3.46,1979
4048,Anything Else (2003),3.07,2003
4049,Cold Creek Manor (2003),2.37,2003
4050,Secondhand Lions (2003),3.75,2003
4051,Underworld (2003),3.32,2003
4052,Bubba Ho-tep (2002),3.51,2002
4053,Duplex (2003),2.79,2003
4054,"Rundown, The (2003)",3.40,2003
4055,Under the Tuscan Sun (2003),3.39,2003
4056,Luther (2003),3.58,2003
4057,My Life Without Me (2003),3.76,2003
4058,To Be and to Have (Être et avoir) (2002),3.86,2002
4059,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",3.87,2003
4060,Videodrome (1983),3.68,1983
4061,Lagaan: Once Upon a Time in India (2001),3.86,2001
4062,Judgment at Nuremberg (1961),3.96,1961
4063,"Same Time, Next Year (1978)",3.52,1978
4064,"Brief History of Time, A (1991)",3.85,1991
4065,Leningrad Cowboys Go America (1989),3.19,1989
4066,"Rules of the Game, The (La règle du jeu) (1939)",4.06,1939
4067,Seven Brides for Seven Brothers (1954),3.52,1954
4068,Kiss of the Spider Woman (1985),3.80,1985
4069,All the President's Men (1976),4.04,1976
4070,"Apartment, The (Appartement, L') (1996)",3.63,1996
4071,Avalon (2001),3.48,2001
4072,Babette's Feast (Babettes gæstebud) (1987),3.95,1987
4073,Beethoven (1992),2.48,1992
4074,Beethoven's 2nd (1993),1.97,1993
4075,Boyz N the Hood (1991),3.76,1991
